row_index,applicant_id,column,dq_dimension,issue_type,original_value,injected_value
646,UGRO-APP-100646,bureau_score,Completeness,missing_value,733.0,
6669,UGRO-APP-106669,bureau_score,Completeness,missing_value,767.0,
4266,UGRO-APP-104266,bureau_score,Completeness,missing_value,649.0,
11723,UGRO-APP-111723,bureau_score,Completeness,missing_value,596.0,
13645,UGRO-APP-113645,bureau_score,Completeness,missing_value,628.0,
14299,UGRO-APP-114299,bureau_score,Completeness,missing_value,766.0,
7401,UGRO-APP-107401,bureau_score,Completeness,missing_value,808.0,
8385,UGRO-APP-108385,bureau_score,Completeness,missing_value,494.0,
1312,UGRO-APP-101312,bureau_score,Completeness,missing_value,456.0,
2277,UGRO-APP-102277,bureau_score,Completeness,missing_value,587.0,
108,UGRO-APP-100108,bureau_score,Completeness,missing_value,572.0,
6629,UGRO-APP-106629,bureau_score,Completeness,missing_value,680.0,
2959,UGRO-APP-102959,bureau_score,Completeness,missing_value,626.0,
337,UGRO-APP-100337,bureau_score,Completeness,missing_value,822.0,
1697,UGRO-APP-101697,bureau_score,Completeness,missing_value,654.0,
6437,UGRO-APP-106437,bureau_score,Completeness,missing_value,646.0,
5103,UGRO-APP-105103,bureau_score,Completeness,missing_value,657.0,
2413,UGRO-APP-102413,bureau_score,Completeness,missing_value,699.0,
4619,UGRO-APP-104619,bureau_score,Completeness,missing_value,721.0,
6641,UGRO-APP-106641,bureau_score,Completeness,missing_value,801.0,
6870,UGRO-APP-106870,bureau_score,Completeness,missing_value,803.0,
457,UGRO-APP-100457,bureau_score,Completeness,missing_value,627.0,
14736,UGRO-APP-114736,bureau_score,Completeness,missing_value,691.0,
3554,UGRO-APP-103554,bureau_score,Completeness,missing_value,803.0,
11648,UGRO-APP-111648,bureau_score,Completeness,missing_value,645.0,
515,UGRO-APP-100515,bureau_score,Completeness,missing_value,614.0,
9998,UGRO-APP-109998,bureau_score,Completeness,missing_value,706.0,
10667,UGRO-APP-110667,bureau_score,Completeness,missing_value,514.0,
9899,UGRO-APP-109899,bureau_score,Completeness,missing_value,643.0,
7352,UGRO-APP-107352,bureau_score,Completeness,missing_value,672.0,
6212,UGRO-APP-106212,bureau_score,Completeness,missing_value,726.0,
13171,UGRO-APP-113171,bureau_score,Completeness,missing_value,576.0,
9833,UGRO-APP-109833,bureau_score,Completeness,missing_value,718.0,
14973,UGRO-APP-114973,bureau_score,Completeness,missing_value,556.0,
11199,UGRO-APP-111199,bureau_score,Completeness,missing_value,690.0,
8164,UGRO-APP-108164,bureau_score,Completeness,missing_value,696.0,
8646,UGRO-APP-108646,bureau_score,Completeness,missing_value,759.0,
7365,UGRO-APP-107365,bureau_score,Completeness,missing_value,757.0,
6839,UGRO-APP-106839,bureau_score,Completeness,missing_value,838.0,
10770,UGRO-APP-110770,bureau_score,Completeness,missing_value,675.0,
5156,UGRO-APP-105156,bureau_score,Completeness,missing_value,746.0,
14883,UGRO-APP-114883,bureau_score,Completeness,missing_value,589.0,
6701,UGRO-APP-106701,bureau_score,Completeness,missing_value,556.0,
8696,UGRO-APP-108696,bureau_score,Completeness,missing_value,663.0,
6367,UGRO-APP-106367,bureau_score,Completeness,missing_value,766.0,
6480,UGRO-APP-106480,bureau_score,Completeness,missing_value,603.0,
4412,UGRO-APP-104412,bureau_score,Completeness,missing_value,659.0,
8569,UGRO-APP-108569,bureau_score,Completeness,missing_value,786.0,
291,UGRO-APP-100291,bureau_score,Completeness,missing_value,715.0,
11914,UGRO-APP-111914,bureau_score,Completeness,missing_value,667.0,
8944,UGRO-APP-108944,bureau_score,Completeness,missing_value,705.0,
14917,UGRO-APP-114917,bureau_score,Completeness,missing_value,706.0,
10506,UGRO-APP-110506,bureau_score,Completeness,missing_value,550.0,
11904,UGRO-APP-111904,bureau_score,Completeness,missing_value,579.0,
6454,UGRO-APP-106454,bureau_score,Completeness,missing_value,663.0,
8727,UGRO-APP-108727,bureau_score,Completeness,missing_value,622.0,
6916,UGRO-APP-106916,bureau_score,Completeness,missing_value,603.0,
8380,UGRO-APP-108380,bureau_score,Completeness,missing_value,658.0,
6453,UGRO-APP-106453,bureau_score,Completeness,missing_value,738.0,
11508,UGRO-APP-111508,bureau_score,Completeness,missing_value,696.0,
1415,UGRO-APP-101415,bureau_score,Completeness,missing_value,663.0,
5227,UGRO-APP-105227,bureau_score,Completeness,missing_value,742.0,
8171,UGRO-APP-108171,bureau_score,Completeness,missing_value,761.0,
6582,UGRO-APP-106582,bureau_score,Completeness,missing_value,686.0,
6817,UGRO-APP-106817,bureau_score,Completeness,missing_value,623.0,
10745,UGRO-APP-110745,bureau_score,Completeness,missing_value,648.0,
12744,UGRO-APP-112744,bureau_score,Completeness,missing_value,575.0,
1305,UGRO-APP-101305,bureau_score,Completeness,missing_value,791.0,
10099,UGRO-APP-110099,bureau_score,Completeness,missing_value,703.0,
9386,UGRO-APP-109386,bureau_score,Completeness,missing_value,717.0,
6261,UGRO-APP-106261,bureau_score,Completeness,missing_value,791.0,
6451,UGRO-APP-106451,bureau_score,Completeness,missing_value,761.0,
14332,UGRO-APP-114332,bureau_score,Completeness,missing_value,604.0,
5412,UGRO-APP-105412,bureau_score,Completeness,missing_value,634.0,
8065,UGRO-APP-108065,bureau_score,Completeness,missing_value,660.0,
9310,UGRO-APP-109310,bureau_score,Completeness,missing_value,711.0,
1385,UGRO-APP-101385,bureau_score,Completeness,missing_value,633.0,
7455,UGRO-APP-107455,bureau_score,Completeness,missing_value,774.0,
12201,UGRO-APP-112201,bureau_score,Completeness,missing_value,801.0,
12676,UGRO-APP-112676,bureau_score,Completeness,missing_value,642.0,
4879,UGRO-APP-104879,bureau_score,Completeness,missing_value,824.0,
12197,UGRO-APP-112197,bureau_score,Completeness,missing_value,780.0,
1876,UGRO-APP-101876,bureau_score,Completeness,missing_value,611.0,
1357,UGRO-APP-101357,bureau_score,Completeness,missing_value,577.0,
4489,UGRO-APP-104489,bureau_score,Completeness,missing_value,847.0,
2399,UGRO-APP-102399,bureau_score,Completeness,missing_value,682.0,
10557,UGRO-APP-110557,bureau_score,Completeness,missing_value,768.0,
5926,UGRO-APP-105926,bureau_score,Completeness,missing_value,631.0,
1264,UGRO-APP-101264,bureau_score,Completeness,missing_value,767.0,
5368,UGRO-APP-105368,bureau_score,Completeness,missing_value,501.0,
11392,UGRO-APP-111392,bureau_score,Completeness,missing_value,668.0,
10055,UGRO-APP-110055,bureau_score,Completeness,missing_value,680.0,
11378,UGRO-APP-111378,bureau_score,Completeness,missing_value,558.0,
10971,UGRO-APP-110971,bureau_score,Completeness,missing_value,520.0,
12070,UGRO-APP-112070,bureau_score,Completeness,missing_value,679.0,
4775,UGRO-APP-104775,bureau_score,Completeness,missing_value,726.0,
8791,UGRO-APP-108791,bureau_score,Completeness,missing_value,756.0,
5458,UGRO-APP-105458,bureau_score,Completeness,missing_value,754.0,
5457,UGRO-APP-105457,bureau_score,Completeness,missing_value,765.0,
9311,UGRO-APP-109311,bureau_score,Completeness,missing_value,772.0,
5732,UGRO-APP-105732,bureau_score,Completeness,missing_value,703.0,
4179,UGRO-APP-104179,bureau_score,Completeness,missing_value,841.0,
3353,UGRO-APP-103353,bureau_score,Completeness,missing_value,644.0,
13400,UGRO-APP-113400,bureau_score,Completeness,missing_value,699.0,
12626,UGRO-APP-112626,bureau_score,Completeness,missing_value,624.0,
1919,UGRO-APP-101919,bureau_score,Completeness,missing_value,667.0,
324,UGRO-APP-100324,bureau_score,Completeness,missing_value,671.0,
9907,UGRO-APP-109907,bureau_score,Completeness,missing_value,780.0,
12117,UGRO-APP-112117,bureau_score,Completeness,missing_value,654.0,
10690,UGRO-APP-110690,bureau_score,Completeness,missing_value,731.0,
2552,UGRO-APP-102552,bureau_score,Completeness,missing_value,739.0,
11766,UGRO-APP-111766,bureau_score,Completeness,missing_value,675.0,
14902,UGRO-APP-114902,bureau_score,Completeness,missing_value,558.0,
13959,UGRO-APP-113959,bureau_score,Completeness,missing_value,740.0,
2687,UGRO-APP-102687,bureau_score,Completeness,missing_value,700.0,
1182,UGRO-APP-101182,bureau_score,Completeness,missing_value,685.0,
12648,UGRO-APP-112648,bureau_score,Completeness,missing_value,722.0,
9711,UGRO-APP-109711,bureau_score,Completeness,missing_value,723.0,
4611,UGRO-APP-104611,bureau_score,Completeness,missing_value,829.0,
9845,UGRO-APP-109845,bureau_score,Completeness,missing_value,726.0,
10142,UGRO-APP-110142,bureau_score,Completeness,missing_value,595.0,
14353,UGRO-APP-114353,bureau_score,Completeness,missing_value,707.0,
8295,UGRO-APP-108295,bureau_score,Completeness,missing_value,534.0,
8172,UGRO-APP-108172,bureau_score,Completeness,missing_value,650.0,
14313,UGRO-APP-114313,bureau_score,Completeness,missing_value,762.0,
14936,UGRO-APP-114936,bureau_score,Completeness,missing_value,740.0,
7386,UGRO-APP-107386,bureau_score,Completeness,missing_value,696.0,
4811,UGRO-APP-104811,bureau_score,Completeness,missing_value,675.0,
12790,UGRO-APP-112790,bureau_score,Completeness,missing_value,600.0,
1343,UGRO-APP-101343,bureau_score,Completeness,missing_value,651.0,
7808,UGRO-APP-107808,bureau_score,Completeness,missing_value,822.0,
7029,UGRO-APP-107029,bureau_score,Completeness,missing_value,720.0,
12101,UGRO-APP-112101,bureau_score,Completeness,missing_value,726.0,
11763,UGRO-APP-111763,bureau_score,Completeness,missing_value,712.0,
6886,UGRO-APP-106886,bureau_score,Completeness,missing_value,521.0,
5191,UGRO-APP-105191,bureau_score,Completeness,missing_value,659.0,
9879,UGRO-APP-109879,bureau_score,Completeness,missing_value,746.0,
10991,UGRO-APP-110991,bureau_score,Completeness,missing_value,636.0,
9700,UGRO-APP-109700,bureau_score,Completeness,missing_value,809.0,
6801,UGRO-APP-106801,bureau_score,Completeness,missing_value,627.0,
12310,UGRO-APP-112310,bureau_score,Completeness,missing_value,646.0,
2068,UGRO-APP-102068,bureau_score,Completeness,missing_value,655.0,
3473,UGRO-APP-103473,bureau_score,Completeness,missing_value,835.0,
12707,UGRO-APP-112707,bureau_score,Completeness,missing_value,454.0,
4079,UGRO-APP-104079,bureau_score,Completeness,missing_value,734.0,
7745,UGRO-APP-107745,bureau_score,Completeness,missing_value,659.0,
6066,UGRO-APP-106066,bureau_score,Completeness,missing_value,622.0,
14284,UGRO-APP-114284,bureau_score,Completeness,missing_value,755.0,
8846,UGRO-APP-108846,bureau_score,Completeness,missing_value,557.0,
4932,UGRO-APP-104932,bureau_score,Completeness,missing_value,603.0,
1578,UGRO-APP-101578,bureau_score,Completeness,missing_value,664.0,
6635,UGRO-APP-106635,bureau_score,Completeness,missing_value,496.0,
12309,UGRO-APP-112309,bureau_score,Completeness,missing_value,602.0,
4060,UGRO-APP-104060,bureau_score,Completeness,missing_value,627.0,
14810,UGRO-APP-114810,bureau_score,Completeness,missing_value,724.0,
3963,UGRO-APP-103963,bureau_score,Completeness,missing_value,613.0,
14448,UGRO-APP-114448,bureau_score,Completeness,missing_value,628.0,
5672,UGRO-APP-105672,bureau_score,Completeness,missing_value,637.0,
6935,UGRO-APP-106935,bureau_score,Completeness,missing_value,707.0,
13898,UGRO-APP-113898,bureau_score,Completeness,missing_value,736.0,
13083,UGRO-APP-113083,bureau_score,Completeness,missing_value,793.0,
14294,UGRO-APP-114294,bureau_score,Completeness,missing_value,755.0,
5388,UGRO-APP-105388,bureau_score,Completeness,missing_value,548.0,
3347,UGRO-APP-103347,bureau_score,Completeness,missing_value,563.0,
12451,UGRO-APP-112451,bureau_score,Completeness,missing_value,844.0,
6081,UGRO-APP-106081,bureau_score,Completeness,missing_value,541.0,
11355,UGRO-APP-111355,bureau_score,Completeness,missing_value,640.0,
11175,UGRO-APP-111175,bureau_score,Completeness,missing_value,582.0,
14803,UGRO-APP-114803,bureau_score,Completeness,missing_value,615.0,
6690,UGRO-APP-106690,bureau_score,Completeness,missing_value,695.0,
9624,UGRO-APP-109624,bureau_score,Completeness,missing_value,591.0,
6215,UGRO-APP-106215,bureau_score,Completeness,missing_value,620.0,
10443,UGRO-APP-110443,bureau_score,Completeness,missing_value,768.0,
11560,UGRO-APP-111560,avg_monthly_credit_turnover,Completeness,missing_value,162428.32,
14139,UGRO-APP-114139,bounce_count_6m,Completeness,missing_value,2,
10276,UGRO-APP-110276,avg_monthly_credit_turnover,Completeness,missing_value,111643.45,
9128,UGRO-APP-109128,bounce_count_6m,Completeness,missing_value,1.0,
7574,UGRO-APP-107574,bounce_count_6m,Completeness,missing_value,0.0,
14658,UGRO-APP-114658,avg_monthly_credit_turnover,Completeness,missing_value,255350.95,
2453,UGRO-APP-102453,bounce_count_6m,Completeness,missing_value,1.0,
4005,UGRO-APP-104005,avg_monthly_credit_turnover,Completeness,missing_value,823100.9,
5987,UGRO-APP-105987,bounce_count_6m,Completeness,missing_value,0.0,
105,UGRO-APP-100105,avg_monthly_balance,Completeness,missing_value,11873.2,
8164,UGRO-APP-108164,bounce_count_6m,Completeness,missing_value,2.0,
8625,UGRO-APP-108625,avg_monthly_credit_turnover,Completeness,missing_value,118211.84,
2052,UGRO-APP-102052,bounce_count_6m,Completeness,missing_value,1.0,
4432,UGRO-APP-104432,avg_monthly_credit_turnover,Completeness,missing_value,668306.48,
6058,UGRO-APP-106058,bounce_count_6m,Completeness,missing_value,2.0,
6461,UGRO-APP-106461,avg_monthly_balance,Completeness,missing_value,41976.27,
14450,UGRO-APP-114450,avg_monthly_balance,Completeness,missing_value,26971.44,
13372,UGRO-APP-113372,avg_monthly_credit_turnover,Completeness,missing_value,192565.8,
8766,UGRO-APP-108766,bounce_count_6m,Completeness,missing_value,2.0,
357,UGRO-APP-100357,bounce_count_6m,Completeness,missing_value,0.0,
3737,UGRO-APP-103737,avg_monthly_credit_turnover,Completeness,missing_value,25448.21,
2763,UGRO-APP-102763,avg_monthly_credit_turnover,Completeness,missing_value,30255.24,
4564,UGRO-APP-104564,avg_monthly_credit_turnover,Completeness,missing_value,171395.49,
4887,UGRO-APP-104887,bounce_count_6m,Completeness,missing_value,1.0,
123,UGRO-APP-100123,avg_monthly_credit_turnover,Completeness,missing_value,481143.56,
2560,UGRO-APP-102560,avg_monthly_credit_turnover,Completeness,missing_value,46661.55,
5648,UGRO-APP-105648,bounce_count_6m,Completeness,missing_value,1.0,
9101,UGRO-APP-109101,avg_monthly_balance,Completeness,missing_value,1413.0,
9075,UGRO-APP-109075,bounce_count_6m,Completeness,missing_value,2.0,
13237,UGRO-APP-113237,avg_monthly_balance,Completeness,missing_value,61402.18,
14405,UGRO-APP-114405,avg_monthly_balance,Completeness,missing_value,8494.53,
5751,UGRO-APP-105751,bounce_count_6m,Completeness,missing_value,0.0,
316,UGRO-APP-100316,bounce_count_6m,Completeness,missing_value,1.0,
1515,UGRO-APP-101515,bounce_count_6m,Completeness,missing_value,2.0,
7462,UGRO-APP-107462,bounce_count_6m,Completeness,missing_value,0.0,
7671,UGRO-APP-107671,avg_monthly_credit_turnover,Completeness,missing_value,116332.72,
12242,UGRO-APP-112242,avg_monthly_credit_turnover,Completeness,missing_value,279139.49,
7201,UGRO-APP-107201,avg_monthly_balance,Completeness,missing_value,199093.01,
8416,UGRO-APP-108416,avg_monthly_balance,Completeness,missing_value,91590.35,
4918,UGRO-APP-104918,avg_monthly_balance,Completeness,missing_value,23368.19,
5548,UGRO-APP-105548,avg_monthly_balance,Completeness,missing_value,24712.02,
12279,UGRO-APP-112279,avg_monthly_credit_turnover,Completeness,missing_value,212694.06,
1735,UGRO-APP-101735,bounce_count_6m,Completeness,missing_value,2.0,
8480,UGRO-APP-108480,bounce_count_6m,Completeness,missing_value,1.0,
4405,UGRO-APP-104405,avg_monthly_credit_turnover,Completeness,missing_value,130339.91,
13139,UGRO-APP-113139,bounce_count_6m,Completeness,missing_value,1.0,
6224,UGRO-APP-106224,bounce_count_6m,Completeness,missing_value,1.0,
7293,UGRO-APP-107293,bounce_count_6m,Completeness,missing_value,0.0,
5344,UGRO-APP-105344,avg_monthly_credit_turnover,Completeness,missing_value,319141.08,
12311,UGRO-APP-112311,avg_monthly_balance,Completeness,missing_value,5004.11,
9959,UGRO-APP-109959,bounce_count_6m,Completeness,missing_value,1.0,
11108,UGRO-APP-111108,avg_monthly_balance,Completeness,missing_value,116476.5,
7679,UGRO-APP-107679,avg_monthly_credit_turnover,Completeness,missing_value,741522.82,
6975,UGRO-APP-106975,avg_monthly_balance,Completeness,missing_value,33211.13,
4786,UGRO-APP-104786,bounce_count_6m,Completeness,missing_value,0.0,
12207,UGRO-APP-112207,avg_monthly_credit_turnover,Completeness,missing_value,656304.41,
13465,UGRO-APP-113465,avg_monthly_balance,Completeness,missing_value,387158.92,
4893,UGRO-APP-104893,avg_monthly_balance,Completeness,missing_value,24514.92,
12741,UGRO-APP-112741,avg_monthly_credit_turnover,Completeness,missing_value,109503.38,
7801,UGRO-APP-107801,avg_monthly_credit_turnover,Completeness,missing_value,126604.52,
14597,UGRO-APP-114597,bounce_count_6m,Completeness,missing_value,2.0,
5301,UGRO-APP-105301,avg_monthly_balance,Completeness,missing_value,66703.6,
10484,UGRO-APP-110484,bounce_count_6m,Completeness,missing_value,0.0,
840,UGRO-APP-100840,avg_monthly_credit_turnover,Completeness,missing_value,184239.31,
8879,UGRO-APP-108879,bounce_count_6m,Completeness,missing_value,1.0,
11036,UGRO-APP-111036,avg_monthly_balance,Completeness,missing_value,99934.13,
11493,UGRO-APP-111493,avg_monthly_balance,Completeness,missing_value,168569.87,
9696,UGRO-APP-109696,avg_monthly_balance,Completeness,missing_value,64660.62,
5886,UGRO-APP-105886,avg_monthly_credit_turnover,Completeness,missing_value,323740.13,
9393,UGRO-APP-109393,bounce_count_6m,Completeness,missing_value,1.0,
8048,UGRO-APP-108048,avg_monthly_balance,Completeness,missing_value,9319.99,
9227,UGRO-APP-109227,avg_monthly_credit_turnover,Completeness,missing_value,205406.56,
12361,UGRO-APP-112361,avg_monthly_balance,Completeness,missing_value,137493.72,
12210,UGRO-APP-112210,bounce_count_6m,Completeness,missing_value,1.0,
12167,UGRO-APP-112167,bounce_count_6m,Completeness,missing_value,3.0,
3527,UGRO-APP-103527,bounce_count_6m,Completeness,missing_value,0.0,
3892,UGRO-APP-103892,bounce_count_6m,Completeness,missing_value,2.0,
1217,UGRO-APP-101217,avg_monthly_credit_turnover,Completeness,missing_value,146991.88,
201,UGRO-APP-100201,bounce_count_6m,Completeness,missing_value,1.0,
7142,UGRO-APP-107142,avg_monthly_balance,Completeness,missing_value,14923.62,
10473,UGRO-APP-110473,bounce_count_6m,Completeness,missing_value,1.0,
8492,UGRO-APP-108492,bounce_count_6m,Completeness,missing_value,0.0,
14419,UGRO-APP-114419,bounce_count_6m,Completeness,missing_value,2.0,
7100,UGRO-APP-107100,avg_monthly_credit_turnover,Completeness,missing_value,262879.51,
2815,UGRO-APP-102815,bounce_count_6m,Completeness,missing_value,2.0,
